azimuth_deg,elev_deg,dist_km,height_m_amsl,lat,lon
46.2,-0.2587,100.800,1049.2,-21.25210,-47.20103
46.3,-0.2626,100.740,1041.9,-21.25361,-47.20026
46.4,-0.2726,104.220,1056.5,-21.23304,-47.17484
46.5,-0.2660,104.220,1068.4,-21.23422,-47.17363
46.6,-0.2553,104.380,1089.4,-21.23441,-47.17130
46.7,-0.2369,104.700,1126.3,-21.23361,-47.16784
46.8,-0.2385,104.540,1121.8,-21.23579,-47.16775
46.9,-0.2437,104.320,1109.9,-21.23835,-47.16808
47.0,-0.2488,100.600,1064.7,-21.26250,-47.19305
47.1,-0.2357,100.240,1084.3,-21.26587,-47.19442
47.2,-0.2459,103.900,1101.8,-21.24451,-47.16743
47.3,-0.2501,98.100,1039.4,-21.28130,-47.20725
47.4,-0.2255,97.500,1075.9,-21.28611,-47.21037
47.5,-0.2199,97.360,1084.0,-21.28809,-47.21025
47.6,-0.2166,96.920,1085.6,-21.29190,-47.21226
47.7,-0.2227,96.800,1074.1,-21.29375,-47.21201
47.8,-0.2407,96.660,1042.4,-21.29572,-47.21191
47.9,-0.2367,96.400,1046.8,-21.29842,-47.21266
48.0,-0.2451,96.260,1031.3,-21.30039,-47.21257
48.1,-0.2496,52.400,769.1,-21.56629,-47.52632
48.2,-0.2482,95.880,1022.8,-21.30492,-47.21312
48.3,-0.2432,95.860,1031.1,-21.30616,-47.21218
48.4,-0.2600,95.800,1002.5,-21.30765,-47.21153
48.5,-0.2680,95.440,986.0,-21.31093,-47.21305
48.6,-0.2684,95.360,984.7,-21.31253,-47.21256
48.7,-0.2694,95.300,982.5,-21.31401,-47.21192
48.8,-0.2726,95.280,977.1,-21.31525,-47.21100
48.9,-0.2760,95.240,971.0,-21.31661,-47.21023
49.0,-0.2790,51.800,740.8,-21.57539,-47.52540
49.1,-0.2746,51.780,744.8,-21.57612,-47.52497
49.2,-0.2747,51.740,744.6,-21.57697,-47.52469
49.3,-0.2803,51.840,739.8,-21.57699,-47.52338
49.4,-0.2814,52.200,739.6,-21.57549,-47.52017
49.5,-0.2834,52.260,737.9,-21.57577,-47.51915
49.6,-0.2837,89.540,914.5,-21.35795,-47.24466
49.7,-0.2809,89.420,918.0,-21.35972,-47.24456
49.8,-0.2831,58.400,754.2,-21.54184,-47.47213
49.9,-0.2846,58.420,752.8,-21.54242,-47.47134
50.0,-0.2869,58.320,750.1,-21.54371,-47.47144
50.1,-0.2836,58.260,753.3,-21.54475,-47.47125
50.2,-0.2838,58.300,753.2,-21.54522,-47.47032
50.3,-0.2847,59.040,754.6,-21.54166,-47.46419
50.4,-0.2793,59.260,760.9,-21.54110,-47.46192
50.5,-0.2701,93.620,967.5,-21.34413,-47.20555
50.6,-0.2405,93.900,1018.4,-21.34365,-47.20246
50.7,-0.2301,93.860,1035.1,-21.34502,-47.20175
50.8,-0.2600,93.740,985.0,-21.34685,-47.20163
50.9,-0.2705,93.720,967.7,-21.34810,-47.20078
51.0,-0.2590,93.740,986.7,-21.34912,-47.19963
51.1,-0.2602,93.640,983.9,-21.35083,-47.19938
51.2,-0.2734,51.040,744.2,-21.59340,-47.51873
51.3,-0.2730,51.060,744.7,-21.59391,-47.51804
51.4,-0.2723,51.120,745.4,-21.59420,-47.51705
51.5,-0.2741,51.160,743.9,-21.59460,-47.51620
51.6,-0.2673,93.620,972.1,-21.35667,-47.19457
51.7,-0.2575,93.680,988.6,-21.35748,-47.19313
51.8,-0.2479,93.740,1004.8,-21.35830,-47.19169
51.9,-0.2742,39.120,727.1,-21.66421,-47.60568
52.0,-0.2701,39.120,729.9,-21.66469,-47.60527
52.1,-0.2656,39.100,732.9,-21.66529,-47.60501
52.2,-0.2612,39.120,736.0,-21.66566,-47.60445
52.3,-0.2566,39.140,739.1,-21.66603,-47.60389
52.4,-0.2539,39.020,740.9,-21.66718,-47.60441
52.5,-0.2514,39.200,742.7,-21.66668,-47.60262
52.6,-0.2528,39.260,741.8,-21.66684,-47.60176
52.7,-0.2424,39.400,749.1,-21.66656,-47.60028
52.8,-0.2517,37.040,740.7,-21.67993,-47.61806
52.9,-0.2529,37.080,740.0,-21.68018,-47.61737
53.0,-0.2432,39.860,749.1,-21.66554,-47.59551
53.1,-0.2323,40.000,756.9,-21.66528,-47.59402
53.2,-0.2390,40.120,752.3,-21.66513,-47.59269
53.3,-0.2425,40.200,750.0,-21.66521,-47.59166
53.4,-0.2413,40.380,751.1,-21.66474,-47.58985
53.5,-0.2503,40.400,744.7,-21.66515,-47.58929
53.6,-0.2506,39.900,744.0,-21.66833,-47.59278
53.7,-0.2460,39.960,747.3,-21.66852,-47.59191
53.8,-0.2448,39.940,748.1,-21.66913,-47.59166
53.9,-0.2455,40.180,747.9,-21.66836,-47.58939
54.0,-0.2452,39.900,747.8,-21.67036,-47.59118
54.1,-0.2430,40.000,749.4,-21.67033,-47.59000
54.2,-0.2392,39.960,752.0,-21.67105,-47.58991
54.3,-0.2420,39.680,749.7,-21.67304,-47.59172
54.4,-0.2118,41.040,773.1,-21.66639,-47.58063
54.5,-0.2186,41.060,768.3,-21.66681,-47.58006
54.6,-0.2235,39.600,762.4,-21.67498,-47.59118
54.7,-0.2202,39.780,765.0,-21.67454,-47.58937
54.8,-0.2183,39.820,766.4,-21.67485,-47.58866
54.9,-0.2151,39.840,768.6,-21.67525,-47.58811
55.0,-0.2118,39.880,771.0,-21.67556,-47.58741
55.1,-0.2116,39.820,771.0,-21.67638,-47.58750
55.2,-0.2127,39.860,770.3,-21.67669,-47.58679
55.3,-0.2169,39.820,767.3,-21.67741,-47.58673
55.4,-0.2215,39.920,764.3,-21.67741,-47.58554
55.5,-0.2247,39.900,762.0,-21.67803,-47.58532
55.6,-0.2282,39.920,759.6,-21.67844,-47.58478
55.7,-0.2297,39.920,758.6,-21.67896,-47.58440
55.8,-0.2331,40.000,756.3,-21.67907,-47.58337
55.9,-0.2349,39.940,755.0,-21.67989,-47.58347
56.0,-0.2345,41.060,756.9,-21.67476,-47.57411
56.1,-0.2336,39.900,755.9,-21.68113,-47.58304
56.2,-0.2318,39.940,757.1,-21.68145,-47.58234
56.3,-0.2304,39.880,758.0,-21.68227,-47.58245
56.4,-0.2283,41.320,761.8,-21.67560,-47.57046
56.5,-0.2269,41.220,762.6,-21.67664,-47.57088
56.6,-0.2274,39.800,760.0,-21.68424,-47.58197
56.7,-0.2274,39.800,760.0,-21.68476,-47.58160
56.8,-0.2275,39.760,759.9,-21.68548,-47.58155
56.9,-0.2270,39.520,759.9,-21.68719,-47.58313
57.0,-0.2304,39.720,757.8,-21.68672,-47.58114
57.1,-0.2344,39.800,755.1,-21.68685,-47.58012
57.2,-0.2376,39.840,753.0,-21.68718,-47.57943
57.3,-0.2416,39.840,750.2,-21.68771,-47.57907
57.4,-0.2444,39.860,748.2,-21.68814,-47.57854
57.5,-0.2306,51.040,782.4,-21.63437,-47.48695
57.6,-0.2214,51.020,790.5,-21.63514,-47.48665
57.7,-0.2147,51.040,796.5,-21.63572,-47.48602
57.8,-0.2070,51.120,803.6,-21.63601,-47.48491
57.9,-0.1727,51.740,836.7,-21.63371,-47.47937
58.0,-0.1283,51.900,877.7,-21.63363,-47.47759
58.1,-0.1215,52.080,884.7,-21.63346,-47.47564
58.2,-0.1230,52.020,883.0,-21.63444,-47.47567
58.3,-0.1231,52.040,883.0,-21.63504,-47.47504
58.4,-0.1255,52.080,881.0,-21.63555,-47.47425
58.5,-0.1279,52.000,878.5,-21.63662,-47.47444
58.6,-0.1328,52.100,874.5,-21.63685,-47.47316
58.7,-0.1350,52.120,872.6,-21.63745,-47.47253
58.8,-0.1403,52.040,867.4,-21.63852,-47.47273
58.9,-0.1490,52.120,859.8,-21.63885,-47.47161
59.0,-0.1542,52.160,855.3,-21.63936,-47.47083
59.1,-0.1576,52.200,852.4,-21.63988,-47.47004
59.2,-0.1609,52.340,850.0,-21.63993,-47.46842
59.3,-0.1626,52.340,848.5,-21.64064,-47.46797
59.4,-0.1642,52.340,847.0,-21.64135,-47.46751
59.5,-0.1646,52.420,846.9,-21.64169,-47.46639
59.6,-0.1650,52.460,846.8,-21.64221,-47.46561
59.7,-0.1657,52.620,846.8,-21.64219,-47.46382
59.8,-0.1659,52.680,846.8,-21.64263,-47.46287
59.9,-0.1650,52.760,848.0,-21.64298,-47.46175
60.0,-0.1624,52.900,851.0,-21.64307,-47.46013
60.1,-0.1613,52.880,852.0,-21.64388,-47.45985
60.2,-0.1592,53.220,855.4,-21.64307,-47.45655
60.3,-0.1575,53.180,856.8,-21.64397,-47.45644
60.4,-0.1567,53.140,857.4,-21.64487,-47.45633
60.5,-0.1584,53.120,855.8,-21.64569,-47.45605
60.6,-0.1584,52.840,854.5,-21.64766,-47.45796
60.7,-0.1581,52.840,854.8,-21.64838,-47.45752
60.8,-0.1587,52.960,854.7,-21.64857,-47.45607
60.9,-0.1593,52.900,854.0,-21.64956,-47.45614
61.0,-0.1515,59.420,894.0,-21.62167,-47.40055
61.1,-0.1464,59.540,899.9,-21.62196,-47.39905
61.2,-0.1385,59.620,908.6,-21.62243,-47.39788
61.3,-0.1277,58.320,912.2,-21.62890,-47.40842
61.4,-0.1320,58.220,907.3,-21.63014,-47.40880
61.5,-0.1365,59.700,911.1,-21.62454,-47.39575
61.6,-0.1132,59.660,935.1,-21.62554,-47.39560
61.7,-0.1088,59.660,939.7,-21.62636,-47.39512
61.8,-0.0940,59.680,955.3,-21.62710,-47.39447
61.9,-0.0814,59.680,968.4,-21.62793,-47.39399
62.0,-0.0753,59.700,974.9,-21.62867,-47.39334
62.1,-0.0696,59.660,980.5,-21.62967,-47.39321
62.2,-0.0615,59.680,989.1,-21.63041,-47.39256
62.3,-0.0547,59.640,995.9,-21.63141,-47.39243
62.4,-0.0576,59.760,993.8,-21.63173,-47.39093
62.5,-0.0603,59.780,991.1,-21.63248,-47.39029
62.6,-0.0635,59.820,988.0,-21.63314,-47.38948
62.7,-0.0670,59.860,984.7,-21.63381,-47.38867
62.8,-0.0730,59.880,978.5,-21.63456,-47.38803
62.9,-0.0762,59.980,975.9,-21.63499,-47.38670
63.0,-0.0768,60.040,975.7,-21.63558,-47.38572
63.1,-0.0775,60.120,975.5,-21.63609,-47.38457
63.2,-0.0828,60.140,970.0,-21.63685,-47.38393
63.3,-0.0880,60.160,964.7,-21.63761,-47.38330
63.4,-0.0953,60.200,957.3,-21.63829,-47.38250
63.5,-0.0928,60.240,960.2,-21.63898,-47.38169
63.6,-0.0952,60.240,957.7,-21.63982,-47.38123
63.7,-0.0877,60.240,965.6,-21.64067,-47.38078
63.8,-0.0767,60.260,977.3,-21.64144,-47.38015
63.9,-0.0748,60.220,979.0,-21.64244,-47.38005
64.0,-0.0734,60.140,979.9,-21.64361,-47.38029
64.1,-0.0749,60.100,978.1,-21.64462,-47.38019
64.2,-0.0730,60.000,979.4,-21.64586,-47.38062
64.3,-0.0736,59.980,978.6,-21.64679,-47.38035
64.4,-0.0739,59.940,978.1,-21.64779,-47.38025
64.5,-0.0699,59.880,981.7,-21.64888,-47.38034
64.6,-0.0631,59.900,989.1,-21.64965,-47.37972
64.7,-0.0701,59.780,980.9,-21.65096,-47.38034
64.8,-0.0702,59.760,980.6,-21.65189,-47.38008
64.9,-0.0700,59.640,980.0,-21.65320,-47.38070
65.0,-0.0708,59.620,979.0,-21.65412,-47.38044
65.1,-0.0721,59.600,977.6,-21.65505,-47.38019
65.2,-0.0742,59.100,972.0,-21.65780,-47.38415
65.3,-0.0706,59.000,975.0,-21.65902,-47.38461
65.4,-0.0675,58.820,977.0,-21.66054,-47.38577
65.5,-0.0571,58.820,987.6,-21.66138,-47.38536
65.6,-0.0890,59.760,961.0,-21.65870,-47.37666
65.7,-0.1144,54.340,903.1,-21.67978,-47.42404
65.8,-0.0713,54.200,943.1,-21.68108,-47.42489
65.9,-0.0498,54.200,963.4,-21.68185,-47.42452
66.0,-0.0526,54.300,961.5,-21.68226,-47.42326
66.1,-0.0690,54.520,947.2,-21.68223,-47.42093
66.2,-0.1133,54.640,905.7,-21.68258,-47.41950
66.3,-0.1394,55.460,885.0,-21.68037,-47.41185
66.4,-0.1596,55.480,865.6,-21.68110,-47.41130
66.5,-0.1895,55.520,836.8,-21.68175,-47.41057
66.6,-0.1987,55.700,828.6,-21.68190,-47.40859
66.7,-0.1986,52.060,814.5,-21.69576,-47.44057
66.8,-0.1795,52.060,831.9,-21.69651,-47.44022
66.9,-0.1764,52.000,834.5,-21.69748,-47.44041
67.0,-0.1610,51.920,848.0,-21.69851,-47.44077
67.1,-0.1550,51.800,852.9,-21.69969,-47.44150
67.2,-0.2026,55.940,825.9,-21.68588,-47.40421
67.3,-0.2007,56.020,828.0,-21.68641,-47.40313
67.4,-0.2009,56.120,828.2,-21.68687,-47.40187
67.5,-0.2016,56.220,827.9,-21.68734,-47.40061
67.6,-0.2043,56.300,825.6,-21.68788,-47.39953
67.7,-0.2088,56.360,821.4,-21.68849,-47.39863
67.8,-0.2232,56.340,807.2,-21.68938,-47.39844
67.9,-0.2262,56.340,804.2,-21.69020,-47.39808
68.0,-0.2283,18.780,758.9,-21.81840,-47.73507
68.1,-0.2232,64.020,840.5,-21.66582,-47.32841
68.2,-0.2236,58.980,817.3,-21.68375,-47.37328
68.3,-0.2216,64.160,843.0,-21.66721,-47.32634
68.4,-0.2174,44.320,775.8,-21.73444,-47.50449
68.5,-0.2159,44.420,777.2,-21.73476,-47.50331
68.6,-0.2155,44.440,777.6,-21.73534,-47.50286
68.7,-0.2159,18.700,763.1,-21.82059,-47.73496
68.8,-0.2087,44.480,782.9,-21.73651,-47.50194
68.9,-0.1957,44.460,792.9,-21.73723,-47.50185
69.0,-0.2044,44.480,786.2,-21.73781,-47.50140
69.1,-0.1978,44.700,792.0,-21.73775,-47.49914
69.2,-0.1976,44.700,792.1,-21.73841,-47.49887
69.3,-0.1953,18.720,769.8,-21.82217,-47.73410
69.4,-0.1910,18.680,771.3,-21.82257,-47.73435
69.5,-0.1875,18.760,772.3,-21.82259,-47.73351
69.6,-0.1832,18.700,773.8,-21.82306,-47.73395
69.7,-0.1800,18.700,774.8,-21.82333,-47.73384
69.8,-0.1766,18.680,775.9,-21.82367,-47.73391
69.9,-0.1745,18.640,776.7,-21.82407,-47.73416
70.0,-0.1734,18.680,777.0,-21.82422,-47.73369
70.1,-0.1728,18.580,777.2,-21.82481,-47.73450
70.2,-0.1706,18.600,777.9,-21.82502,-47.73421
70.3,-0.1734,18.620,777.0,-21.82523,-47.73392
70.4,-0.1736,18.600,777.0,-21.82557,-47.73399
70.5,-0.1753,18.660,776.4,-21.82566,-47.73334
70.6,-0.1756,18.640,776.3,-21.82600,-47.73342
70.7,-0.1765,18.620,776.0,-21.82634,-47.73349
70.8,-0.1669,18.660,779.1,-21.82649,-47.73302
70.9,-0.1458,18.680,786.0,-21.82671,-47.73274
71.0,-0.1460,18.680,785.9,-21.82699,-47.73263
71.1,-0.1466,18.680,785.7,-21.82727,-47.73253
71.2,-0.1489,18.660,785.0,-21.82760,-47.73261
71.3,-0.1471,18.660,785.6,-21.82788,-47.73251
71.4,-0.1493,18.680,784.8,-21.82810,-47.73222
71.5,-0.1523,18.660,783.9,-21.82844,-47.73231
71.6,-0.1519,18.680,784.0,-21.82866,-47.73202
71.7,-0.1502,18.620,784.6,-21.82910,-47.73247
71.8,-0.1475,18.620,785.4,-21.82938,-47.73238
71.9,-0.1511,18.620,784.3,-21.82966,-47.73228
72.0,-0.1583,18.640,781.9,-21.82988,-47.73199
72.1,-0.1638,18.640,780.1,-21.83016,-47.73190
72.2,-0.1674,18.580,779.0,-21.83061,-47.73235
72.3,-0.1685,18.580,778.6,-21.83088,-47.73226
72.4,-0.1755,18.580,776.4,-21.83116,-47.73216
72.5,-0.1808,17.400,775.5,-21.83465,-47.74298
72.6,-0.1765,17.380,776.8,-21.83496,-47.74308
72.7,-0.1726,17.360,778.0,-21.83528,-47.74317
72.8,-0.1698,17.360,778.8,-21.83554,-47.74309
72.9,-0.1669,17.360,779.7,-21.83580,-47.74300
73.0,-0.1662,17.360,779.9,-21.83606,-47.74291
73.1,-0.1677,17.380,779.4,-21.83627,-47.74264
73.2,-0.1692,17.380,779.0,-21.83653,-47.74256
73.3,-0.1692,17.360,779.0,-21.83684,-47.74266
73.4,-0.1711,17.360,778.4,-21.83710,-47.74257
73.5,-0.1736,17.380,777.7,-21.83731,-47.74230
73.6,-0.1758,17.380,777.0,-21.83757,-47.74222
73.7,-0.1780,17.380,776.3,-21.83784,-47.74214
73.8,-0.1762,15.960,778.0,-21.84168,-47.75528
73.9,-0.1756,15.920,778.2,-21.84202,-47.75557
74.0,-0.1722,15.920,779.2,-21.84226,-47.75550
74.1,-0.1668,15.940,780.6,-21.84245,-47.75524
74.2,-0.1630,15.940,781.7,-21.84269,-47.75517
74.3,-0.1593,15.920,782.7,-21.84298,-47.75528
74.4,-0.1577,15.960,783.2,-21.84313,-47.75483
74.5,-0.1552,15.960,783.9,-21.84337,-47.75476
74.6,-0.1547,15.960,784.0,-21.84361,-47.75469
74.7,-0.1572,15.980,783.3,-21.84380,-47.75443
74.8,-0.1581,16.020,783.0,-21.84395,-47.75398
74.9,-0.1589,16.020,782.8,-21.84419,-47.75391
75.0,-0.1644,16.040,781.2,-21.84439,-47.75365
75.1,-0.1679,16.040,780.3,-21.84463,-47.75358
75.2,-0.1651,19.140,779.6,-21.83772,-47.72444
75.3,-0.1596,19.080,781.4,-21.83815,-47.72492
75.4,-0.1542,19.100,783.2,-21.83839,-47.72465
75.5,-0.1495,19.080,784.8,-21.83873,-47.72476
75.6,-0.1430,19.140,786.9,-21.83888,-47.72412
75.7,-0.1361,19.080,789.2,-21.83931,-47.72460
75.8,-0.1299,19.100,791.3,-21.83955,-47.72433
75.9,-0.1231,19.100,793.6,-21.83984,-47.72425
76.0,-0.1160,19.100,795.9,-21.84013,-47.72417
76.1,-0.1099,19.080,798.0,-21.84047,-47.72428
76.2,-0.1072,19.080,798.9,-21.84076,-47.72421
76.3,-0.1097,19.060,798.0,-21.84109,-47.72432
76.4,-0.1099,19.040,797.9,-21.84143,-47.72443
76.5,-0.1117,19.020,797.3,-21.84176,-47.72454
76.6,-0.1140,19.020,796.6,-21.84205,-47.72447
76.7,-0.1176,19.020,795.4,-21.84234,-47.72439
76.8,-0.1208,19.000,794.3,-21.84267,-47.72451
76.9,-0.1218,19.000,794.0,-21.84297,-47.72443
77.0,-0.1241,19.000,793.2,-21.84326,-47.72436
77.1,-0.1269,19.020,792.3,-21.84351,-47.72410
77.2,-0.1277,18.980,792.0,-21.84388,-47.72440
77.3,-0.1304,19.000,791.1,-21.84413,-47.72414
77.4,-0.1306,18.880,791.0,-21.84466,-47.72521
77.5,-0.1306,18.880,791.0,-21.84495,-47.72514
77.6,-0.1327,18.920,790.3,-21.84516,-47.72469
77.7,-0.1284,17.540,791.4,-21.84811,-47.73770
77.8,-0.1223,17.540,793.3,-21.84838,-47.73764
77.9,-0.1147,17.580,795.6,-21.84857,-47.73719
78.0,-0.1089,17.600,797.4,-21.84881,-47.73694
78.1,-0.1033,17.540,799.1,-21.84919,-47.73745
78.2,-0.0976,17.560,800.8,-21.84942,-47.73720
78.3,-0.0922,17.580,802.5,-21.84965,-47.73695
78.4,-0.0908,17.580,802.9,-21.84993,-47.73689
78.5,-0.0883,17.580,803.7,-21.85020,-47.73683
78.6,-0.0856,17.600,804.6,-21.85043,-47.73658
78.7,-0.0824,17.600,805.5,-21.85070,-47.73652
78.8,-0.0788,17.580,806.6,-21.85101,-47.73665
78.9,-0.0756,17.580,807.6,-21.85128,-47.73659
79.0,-0.0734,17.580,808.3,-21.85155,-47.73654
79.1,-0.0715,17.580,808.9,-21.85182,-47.73648
79.2,-0.0695,17.580,809.5,-21.85209,-47.73642
79.3,-0.0683,17.580,809.8,-21.85236,-47.73637
79.4,-0.0708,17.580,809.1,-21.85264,-47.73631
79.5,-0.0736,17.560,808.2,-21.85294,-47.73645
79.6,-0.0743,17.560,808.0,-21.85321,-47.73639
79.7,-0.0758,17.540,807.5,-21.85352,-47.73653
79.8,-0.0741,17.520,808.0,-21.85382,-47.73667
79.9,-0.0739,17.460,808.0,-21.85419,-47.73719
80.0,-0.0740,17.480,808.0,-21.85442,-47.73694
80.1,-0.0798,17.500,806.2,-21.85466,-47.73670
80.2,-0.0858,17.500,804.4,-21.85493,-47.73665
80.3,-0.0929,17.540,802.3,-21.85514,-47.73622
80.4,-0.0984,17.540,800.6,-21.85542,-47.73617
80.5,-0.1036,17.580,799.0,-21.85563,-47.73574
80.6,-0.1048,17.580,798.6,-21.85590,-47.73569
80.7,-0.1074,17.580,797.9,-21.85617,-47.73564
80.8,-0.1049,17.580,798.6,-21.85645,-47.73559
80.9,-0.1072,17.580,797.9,-21.85672,-47.73554
81.0,-0.1084,17.560,797.5,-21.85702,-47.73569
81.1,-0.1076,17.560,797.8,-21.85729,-47.73564
81.2,-0.1084,17.560,797.5,-21.85756,-47.73559
81.3,-0.1156,17.560,795.3,-21.85784,-47.73555
81.4,-0.1230,17.540,793.1,-21.85814,-47.73570
81.5,-0.1274,17.540,791.7,-21.85841,-47.73565
81.6,-0.1292,17.560,791.2,-21.85866,-47.73541
81.7,-0.1362,17.540,789.0,-21.85896,-47.73556
81.8,-0.1465,17.540,785.8,-21.85923,-47.73552
81.9,-0.1485,17.520,785.2,-21.85953,-47.73567
82.0,-0.1507,17.500,784.6,-21.85982,-47.73582
82.1,-0.1562,17.500,782.9,-21.86010,-47.73578
82.2,-0.1603,3.260,801.3,-21.87785,-47.87262
82.3,-0.1468,20.000,785.8,-21.85760,-47.71166
82.4,-0.1223,20.060,794.3,-21.85784,-47.71104
82.5,-0.1262,20.160,793.1,-21.85803,-47.71003
82.6,-0.1457,3.180,802.3,-21.87815,-47.87336
82.7,-0.1420,3.180,802.5,-21.87820,-47.87336
82.8,-0.1384,3.180,802.7,-21.87825,-47.87335
82.9,-0.1346,3.160,802.9,-21.87832,-47.87353
83.0,-0.1316,3.180,803.1,-21.87835,-47.87334
83.1,-0.1284,3.180,803.2,-21.87840,-47.87333
83.2,-0.1252,3.180,803.4,-21.87845,-47.87332
83.3,-0.1220,3.180,803.6,-21.87850,-47.87332
83.4,-0.1188,3.180,803.8,-21.87855,-47.87331
83.5,-0.1155,3.180,803.9,-21.87860,-47.87330
83.6,-0.1123,3.180,804.1,-21.87865,-47.87330
83.7,-0.1091,3.180,804.3,-21.87870,-47.87329
83.8,-0.1059,3.180,804.5,-21.87875,-47.87329
83.9,-0.1027,3.180,804.7,-21.87880,-47.87328
84.0,-0.0994,3.180,804.8,-21.87885,-47.87327
84.1,-0.0962,3.180,805.0,-21.87890,-47.87327
84.2,-0.0930,3.180,805.2,-21.87895,-47.87326
84.3,-0.0898,3.180,805.4,-21.87899,-47.87326
84.4,-0.0865,3.180,805.6,-21.87904,-47.87325
84.5,-0.0833,3.180,805.7,-21.87909,-47.87325
84.6,-0.0793,3.340,805.8,-21.87901,-47.87170
84.7,-0.0730,3.340,806.2,-21.87906,-47.87169
84.8,-0.0666,3.340,806.6,-21.87911,-47.87169
84.9,-0.0600,3.340,806.9,-21.87916,-47.87168
85.0,-0.0564,3.340,807.1,-21.87922,-47.87168
85.1,-0.0528,3.340,807.4,-21.87927,-47.87167
85.2,-0.0494,3.340,807.6,-21.87932,-47.87167
85.3,-0.0464,3.340,807.7,-21.87937,-47.87166
85.4,-0.0435,3.340,807.9,-21.87943,-47.87166
85.5,-0.0405,3.340,808.1,-21.87948,-47.87165
85.6,-0.0376,3.340,808.2,-21.87953,-47.87165
85.7,-0.0346,3.340,808.4,-21.87958,-47.87164
85.8,-0.0305,3.280,808.7,-21.87968,-47.87222
85.9,-0.0243,3.280,809.0,-21.87973,-47.87222
86.0,-0.0211,3.280,809.2,-21.87978,-47.87221
86.1,-0.0178,3.280,809.4,-21.87983,-47.87221
86.2,-0.0146,3.280,809.6,-21.87988,-47.87220
86.3,-0.0114,3.280,809.8,-21.87993,-47.87220
86.4,-0.0081,3.280,809.9,-21.87998,-47.87220
86.5,-0.0049,3.280,810.1,-21.88004,-47.87219
86.6,-0.0017,3.280,810.3,-21.88009,-47.87219
86.7,0.0016,3.280,810.5,-21.88014,-47.87219
86.8,0.0048,3.280,810.7,-21.88019,-47.87218
86.9,0.0081,3.280,810.9,-21.88024,-47.87218
87.0,0.0105,3.280,811.0,-21.88029,-47.87218
87.1,0.0132,3.300,811.2,-21.88034,-47.87198
87.2,0.0161,3.320,811.4,-21.88038,-47.87178
87.3,0.0194,3.320,811.5,-21.88043,-47.87178
87.4,0.0226,3.320,811.7,-21.88048,-47.87178
87.5,0.0259,3.320,811.9,-21.88053,-47.87178
87.6,0.0291,3.320,812.1,-21.88059,-47.87177
87.7,0.0323,3.320,812.3,-21.88064,-47.87177
87.8,0.0356,3.320,812.5,-21.88069,-47.87177
87.9,0.0388,3.320,812.7,-21.88074,-47.87177
88.0,0.0421,3.320,812.9,-21.88080,-47.87177
88.1,0.0450,3.320,813.0,-21.88085,-47.87176
88.2,0.0477,3.340,813.2,-21.88089,-47.87157
88.3,0.0510,3.340,813.4,-21.88095,-47.87157
88.4,0.0542,3.340,813.6,-21.88100,-47.87156
88.5,0.0575,3.340,813.8,-21.88105,-47.87156
88.6,0.0607,3.340,814.0,-21.88110,-47.87156
88.7,0.0622,3.340,814.1,-21.88116,-47.87156
88.8,0.0654,3.360,814.3,-21.88120,-47.87137
88.9,0.0689,3.360,814.5,-21.88126,-47.87136
89.0,0.0724,3.360,814.7,-21.88131,-47.87136
89.1,0.0760,3.360,814.9,-21.88136,-47.87136
89.2,0.0783,3.380,815.1,-21.88141,-47.87117
89.3,0.0809,3.380,815.2,-21.88147,-47.87117
89.4,0.0835,3.380,815.4,-21.88152,-47.87117
89.5,0.0861,3.380,815.5,-21.88157,-47.87117
89.6,0.0887,3.380,815.7,-21.88163,-47.87116
89.7,0.0909,3.380,815.8,-21.88168,-47.87116
89.8,0.0915,3.380,815.9,-21.88173,-47.87116
89.9,0.0922,3.380,815.9,-21.88179,-47.87116
90.0,0.0928,3.380,815.9,-21.88184,-47.87116
90.1,0.0950,3.260,815.8,-21.88189,-47.87233
90.2,0.0982,3.260,816.0,-21.88194,-47.87233
90.3,0.1007,3.280,816.2,-21.88199,-47.87213
90.4,0.1040,3.280,816.4,-21.88204,-47.87214
90.5,0.1072,3.280,816.5,-21.88210,-47.87214
90.6,0.1105,3.280,816.7,-21.88215,-47.87214
90.7,0.1137,3.280,816.9,-21.88220,-47.87214
90.8,0.1151,3.280,817.0,-21.88225,-47.87214
90.9,0.1181,3.340,817.3,-21.88231,-47.87156
91.0,0.1213,3.340,817.5,-21.88236,-47.87156
91.1,0.1246,3.340,817.7,-21.88242,-47.87156
91.2,0.1278,3.340,817.9,-21.88247,-47.87156
91.3,0.1298,3.340,818.0,-21.88252,-47.87156
91.4,0.1298,3.340,818.0,-21.88257,-47.87156
91.5,0.1298,3.340,818.0,-21.88263,-47.87156
91.6,0.1298,3.340,818.0,-21.88268,-47.87156
91.7,0.1298,3.340,818.0,-21.88273,-47.87157
91.8,0.1325,3.260,817.9,-21.88276,-47.87234
91.9,0.1351,3.280,818.1,-21.88282,-47.87215
92.0,0.1384,3.280,818.3,-21.88287,-47.87215
92.1,0.1416,3.280,818.5,-21.88292,-47.87216
92.2,0.1449,3.280,818.7,-21.88297,-47.87216
92.3,0.1481,3.280,818.9,-21.88302,-47.87216
92.4,0.1501,3.280,819.0,-21.88308,-47.87216
92.5,0.1501,3.280,819.0,-21.88313,-47.87216
92.6,0.1501,3.280,819.0,-21.88318,-47.87217
92.7,0.1501,3.280,819.0,-21.88323,-47.87217
