azimuth_deg,elev_deg,dist_km,height_m_amsl,lat,lon
56.4,3.9534,43.580,3620.1,-33.15856,-70.39667
56.5,3.9673,43.440,3620.1,-33.15982,-70.39747
56.6,3.9817,43.420,3629.6,-33.16049,-70.39720
56.7,4.0009,43.400,3642.7,-33.16116,-70.39693
56.8,4.0042,43.380,3643.7,-33.16183,-70.39666
56.9,3.9829,43.420,3630.5,-33.16220,-70.39585
57.0,3.9547,43.440,3610.5,-33.16267,-70.39523
57.1,3.9456,43.420,3602.1,-33.16334,-70.39496
57.2,3.9528,43.420,3607.6,-33.16391,-70.39452
57.3,3.9212,43.380,3580.5,-33.16468,-70.39443
57.4,3.8794,43.380,3548.7,-33.16525,-70.39399
57.5,3.8418,43.380,3520.1,-33.16582,-70.39355
57.6,3.8536,43.880,3565.8,-33.16397,-70.38859
57.7,3.8400,43.920,3558.2,-33.16436,-70.38778
57.8,3.8341,42.980,3485.0,-33.16947,-70.39587
57.9,3.8349,42.960,3484.2,-33.17014,-70.39562
58.0,3.8597,42.920,3499.9,-33.17090,-70.39555
58.1,3.8860,42.900,3518.2,-33.17157,-70.39530
58.2,3.8840,42.900,3516.8,-33.17214,-70.39488
58.3,3.8566,42.880,3494.6,-33.17280,-70.39463
58.4,3.8577,42.860,3494.1,-33.17347,-70.39439
58.5,3.8752,42.880,3508.6,-33.17395,-70.39379
58.6,3.8996,42.880,3527.0,-33.17452,-70.39336
58.7,3.9284,42.800,3542.7,-33.17547,-70.39368
58.8,3.9619,42.820,3569.4,-33.17595,-70.39307
58.9,3.9728,42.840,3579.1,-33.17643,-70.39247
59.0,3.9742,42.900,3584.7,-33.17672,-70.39150
59.1,3.9351,42.880,3553.7,-33.17739,-70.39127
59.2,3.9153,34.000,2883.9,-33.21910,-70.47268
59.3,3.9118,42.780,3528.8,-33.17901,-70.39136
59.4,3.9441,42.740,3550.0,-33.17977,-70.39132
59.5,3.9779,42.740,3575.4,-33.18035,-70.39091
59.6,4.0178,42.760,3606.8,-33.18083,-70.39032
59.7,4.0357,42.720,3617.2,-33.18159,-70.39028
59.8,4.0433,42.640,3616.8,-33.18254,-70.39061
59.9,4.0452,42.560,3612.1,-33.18348,-70.39095
60.0,4.0439,42.560,3611.1,-33.18405,-70.39055
60.1,4.0207,42.520,3590.7,-33.18481,-70.39052
60.2,4.0122,42.480,3581.3,-33.18557,-70.39049
60.3,4.0322,42.420,3591.7,-33.18642,-70.39065
60.4,4.0487,42.360,3599.4,-33.18726,-70.39082
60.5,4.0410,42.340,3592.1,-33.18793,-70.39061
60.6,4.0292,42.320,3581.8,-33.18860,-70.39040
60.7,4.0030,42.300,3560.8,-33.18926,-70.39020
60.8,3.9917,33.340,2880.4,-33.22940,-70.47374
60.9,4.0002,33.320,2883.9,-33.22994,-70.47362
61.0,3.9964,33.320,2881.7,-33.23040,-70.47331
61.1,3.9978,33.320,2882.4,-33.23086,-70.47301
61.2,4.0012,42.400,3567.1,-33.19172,-70.38732
61.3,4.0089,42.400,3572.8,-33.19230,-70.38693
61.4,4.0016,42.360,3564.3,-33.19306,-70.38693
61.5,3.9940,42.280,3552.7,-33.19399,-70.38730
61.6,3.9859,42.260,3545.1,-33.19466,-70.38711
61.7,3.9730,42.180,3529.5,-33.19558,-70.38748
61.8,3.9482,42.140,3508.1,-33.19634,-70.38748
61.9,3.9393,33.180,2838.0,-33.23512,-70.47193
62.0,3.9471,33.120,2838.1,-33.23584,-70.47221
62.1,3.9569,32.980,2833.5,-33.23689,-70.47324
62.2,3.9546,32.960,2830.7,-33.23743,-70.47314
62.3,3.9214,32.940,2810.0,-33.23797,-70.47304
